"MEBP 8-8S";"10";""
"USB BWM";"5";""
"ZF 4,7";"40";""
"AKL 059-02";"20";""
"UDN 2981";"5";""
"GS 18P";"5";""
"AKL 059-04";"30";""
"WSL 14G";"10";""
"LED 3MM 2MA GE";"20";""
"LED 3MM 2MA RT";"20";""
"1/4W 470";"40";""
"1/4W 1,0K";"50";""
"64Y-20K";"5";""
"LSM-S30K";"1";""
"MPE 115-1-036";"5";""
"SPL 64";"5";""
"GRV CONNEC4PIN";"1";""
